Modified:,2025,,,,,,,,,,,,,,,,,,
Key,Value,,,,,,,,,,,,,,,,,,
Title,Honoring the Buddha: The Mahāparinibbāna Sutta,,,,,,,,,,,,,,,,,,
Subtitle,,,,,,,,,,,,,,,,,,,
Code,UD2021-1,,,,,,,,,,,,,,,,,,
Series,Upāsikā Days,,,,,,,,,,,,,,,,,,
Venue,Abhayagiri Buddhist Monastery,,,,,,,,,,,,,,,,,,
Teachers,AP;ANy,,,,,,,,,,,,,,,,,,
Start date,25/04/2021,,,,,,,,,,,,,,,,,,
End date,,,,,,,,,,,,,,,,,,,
Format,Daylong event,,,,,,,,,,,,,,,,,,
Medium,Online,,,,,,,,,,,,,,,,,,
Tags,Sutta;Buddha/Biography,,,,,,,,,,,,,,,,,,
Website,https://www.abhayagiri.org/talks/collections/8/139-honoring-the-buddha-the-mahaparinibbana-sutta-upasika-day-april-2021,,,,,,,,,,,,,,,,,,
Description,"Under the umbrella theme of “Devotion & Ritual,” the first Upāsika Day of 2021 was on the topic of Honoring the Buddha: The Mahāparinibbāna Sutta, DN 16.",,,,,,,,,,,,,,,,,,
Sessions,1,,,,,,,,,,,,,,,,,,
Excerpts,10,,,,,,,,,,,,,,,,,,
Tags applied,61,,,,,,,,,,,,,,,,,,
Invalid tags,0,,,,,,,,,,,,,,,,,,
Duration,3:32:42,,,,,,,,,,,,,,,,,,
<---->,,,,,,,,,,,,,,,,,,,
Session #,Date,Filename,Duration,Teachers,Session title,Remote mp3 URL,Excerpts,Tags,Tags 2,Tags 3,Exclude?,Seconds,,,,,,,
0,25/04/2021,2021-04-25 Honoring the Buddha The Mahaparinibbana Sutta (Upasika Day 2021).mp3,3:32:42,AP,,,10,Sutta,Buddha/Biography,,,12762,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
<---->,,,,,,,,,,,,,,,,,,,
Session #,Kind,Flags,Start time,End time,Text,Teachers,QTag1,QTag2,QTag3,QTag4,ATag1,ATag2,ATag3,ATag4,ATag5,Off topic?,Exclude?,FTags,FTagOrder
0,Comment,,2:54:02,,Thank you for the opportunity to re-take my precepts. I found Ajahn Pasanno's inquiry questions regarding fixed views very useful.,,Gratitude,Five Precepts,Views,,,,,,,Yes,,,
0,,,2:55:04,3:00:06,What is the origin of asking a question three times?,,Questions,Teaching Dhamma,,,,,,,,,,,
0,Sutta,,,,AN 4.42: Questions,,,,,,,,,,,,,,
0,,,3:00:17,3:09:58,"Did vibhavatanha arise in any of the monks at the loss of the Buddha? How do we notice vibhavatanha in practice, and what is a wise and compassionate response?",,Craving not to become,Death,Grief,,Stream entry,Stages of awakening,Recollection/Dhamma,Three Refuges,Precepts,,,Craving not to become,250
0,Extra tags,,,,,,,,,,Spiritual friendship,Devotional practice,Suffering,,,,,Grief,140
0,Sutta,,,,DN 16: Mahāparinibbāna Sutta,,Buddha/Biography,Death,Nibbāna,,,,,,,,,,
0,Story,,,,The funeral of a close Wat Pah Nanachat supporter.,,Funerals,Death,Grief,Wat Pah Nanachat,,,,,,,,,
0,,,3:10:11,3:11:12,What was the name of the rinpoche you referred to earlier?,,,,,,Trulshik Rinpoche,Ajahn Pasanno,,,,Yes,,,
0,,,3:11:29,3:13:25,What was the sutta you mentioned in regard to Ananda's question 'What do we do about women?',,Women in Buddhism,Great disciples,Sensual desire,,,,,,,,,,
0,Sutta,s,,,DN 16: Mahāparinibbāna Sutta; SN 35.127: Bhāradvāja,,,,,,,,,,,,,,
0,,,3:13:44,3:20:10,"In your guided meditation, devotion to the teachings really touched me. Could you say more about this?",,Devotional practice,Recollection/Dhamma,Generosity,Compassion,Faith,Cultural context,Respect,Gratitude,Culture/Thailand,,,Recollection/Dhamma,200
0,Extra tags,,,,,,,,,,Three Refuges,Relinquishment,Release,,,,,,
0,,,3:20:24,3:24:10,"When the Buddha accepted the meal from Cunda, did he know what the consequences would be, and if so, why do you think he did that?",,Food,Sickness,Death,,,,,,,,,,
0,Sutta,,,,DN 16: Mahāparinibbāna Sutta,,,,,,,,,,,,,,
0,Comment,,3:24:34,,Devotion is what keeps rituals from becoming empty motions.,,Devotional practice,Ceremony/ritual,,,,,,,,Yes,,,
0,Response,,,,,,Bowing,,,,,,,,,,,,
0,Comment,,3:25:41,,The Mahāparinibbāna Sutta (DN 16) brings the Buddha's quest full circle.,,,,,,,,,,,,,,
0,Response,,,,,,Ageing,Sickness,Death,,,,,,,,,,
0,Comment,1a,3:27:33,3:30:53,Throughout the whole teaching (DN 16) there is the sense of the ordinary and the transcendant together all the time.,AP,Conventions,Unconditioned,,,Nature of mind,Ceremony/ritual,Precepts,Meditation,Devotional practice,,,,
0,Extra tags,,,,,,,,,,Middle Path,Release,,,,,,,
0,Sutta,,,,Aniccā vata saṅkhārā... (SN 6.15),,Cessation,Happiness,Recollection/Peace,,,,,,,,,,
