Modified:,2025,,,,,,,,,,,,,,,,,,,
Key,Value,,,,,,,,,,,,,,,,,,,
Title,The New Ajahn Chah Biography,,,,,,,,,,,,,,,,,,,
Subtitle,,,,,,,,,,,,,,,,,,,,
Code,UD2018-1,,,,,,,,,,,,,,,,,,,
Series,Upāsikā Days,,,,,,,,,,,,,,,,,,,
Venue,Abhayagiri Buddhist Monastery,,,,,,,,,,,,,,,,,,,
Teachers,AP,,,,,,,,,,,,,,,,,,,
Start date,21/04/2018,,,,,,,,,,,,,,,,,,,
End date,,,,,,,,,,,,,,,,,,,,
Format,Daylong event,,,,,,,,,,,,,,,,,,,
Medium,Hybrid,,,,,,,,,,,,,,,,,,,
Tags,Ajahn Chah;Lay life,,,,,,,,,,,,,,,,,,,
Website,https://www.abhayagiri.org/talks/collections/8/109-the-new-ajahn-chah-biography-with-reflections-from-luang-por-pasanno,,,,,,,,,,,,,,,,,,,
Description,"After playing a compilation of video footage of Ajahn Chah from the BBS documentaries, Ajahn Pasanno reads from [Stillness Flowing](), the newly published biography of Ajahn Chah. He focuses on the chapter “[Out of Compassion](Stillness Flowing p. 581),” which describes Ajahn Chah's teachings to the lay community.",,,,,,,,,,,,,,,,,,,
Sessions,3,,,,,,,,,,,,,,,,,,,
Excerpts,35,,,,,,,,,,,,,,,,,,,
Answers listened to,0,,,,,,,,,,,,,,,,,,,
Tags applied,257,,,,,,,,,,,,,,,,,,,
Invalid tags,0,,,,,,,,,,,,,,,,,,,
Duration,2:46:54,,,,,,,,,,,,,,,,,,,
<---->,,,,,,,,,,,,,,,,,,,,
Session #,Date,Filename,Duration,Teachers,Session title,Remote mp3 URL,Excerpts,Tags,Tags 2,Tags 3,Exclude?,Seconds,,,,,,,,
1,21/04/2018,2018-04-21 Introduction to Ajahn Chah Video.mp3,7:07,AP,The Ajahn Chah Compilation Video,https://www.abhayagiri.org/media/audio/youtube/Az88i4549_U.mp3,2,,,,,427,,,,,,,,
2,21/04/2018,2018-04-21 The New Ajahn Chah Biography Readings with Q&A Part 1.mp3,1:26:53,AP,Readings with Q&A Part 1,https://www.abhayagiri.org/media/audio/youtube/dUFgGl3uS0w.mp3,17,Ajahn Chah,,,,5213,,,,,,,,
