Modified:,2025,,,,,,,,,,,,,,,,,,,
Key,Value,,,,,,,,,,,,,,,,,,,
Title,Questions and Answers with Dharma Realm Buddhist University,,,,,,,,,,,,,,,,,,,
Subtitle,,,,,,,,,,,,,,,,,,,,
Code,DRBU2014,,,,,,,,,,,,,,,,,,,
Series,Q&ampA sessions,,,,,,,,,,,,,,,,,,,
Venue,Abhayagiri Buddhist Monastery,,,,,,,,,,,,,,,,,,,
Teachers,AP,,,,,,,,,,,,,,,,,,,
Start date,18/11/2014,,,,,,,,,,,,,,,,,,,
End date,,,,,,,,,,,,,,,,,,,,
Format,Short teaching,,,,,,,,,,,,,,,,,,,
Medium,In-person,,,,,,,,,,,,,,,,,,,
Tags,,,,,,,,,,,,,,,,,,,,
Website,https://www.abhayagiri.org/talks/6265-questions-answers-with-the-dharma-realm-buddhist-university,,,,,,,,,,,,,,,,,,,
Description,"A small group from the Dharma Realm Buddhist University (DRBU) located at the City of Ten Thousand Buddhas (CTTB) spent the morning at Abhayagiri. The group included two bhikkshunis as well as a number of resident volunteers at the CTTB. The students are in DRBU’s Masters of Arts in Buddhist Classics program. This semester the students have been reading various spiritual biographies including the biographies of the Thai Forest masters Ajahn Mun, Ajahn Tate and Ajahn Lee Dhammadharo. The audio is from their question and answer session with Ajahn Pasanno.",,,,,,,,,,,,,,,,,,,
Sessions,1,,,,,,,,,,,,,,,,,,,
Excerpts,52,,,,,,,,,,,,,,,,,,,
Tags applied,218,,,,,,,,,,,,,,,,,,,
Invalid tags,0,,,,,,,,,,,,,,,,,,,
Duration,1:32:32,,,,,,,,,,,,,,,,,,,
<---->,,,,,,,,,,,,,,,,,,,,
Session #,Date,Filename,Duration,Teachers,Session title,Remote mp3 URL,Excerpts,Tags,Tags 2,Tags 3,Exclude?,Seconds,,,,,,,,
0,18/11/2014,2014-11-18 Questions & Answers With the Dharma Realm Buddhist University.mp3,1:32:32,AP,,https://www.abhayagiri.org/media/audio/AP_11_18_2014_DRBU_Q_and_A.mp3,52,,,,,5552,,,,,,,,
<---->,,,,,,,,,,,,,,,,,,,,
Session #,Kind,Flags,Start time,End time,Text,Teachers,QTag1,QTag2,QTag3,QTag4,ATag1,ATag2,ATag3,ATag4,ATag5,Off topic?,AListen?,Exclude?,FTags,FTagOrder
0,,,5:05,8:52,What is Abhayagiri's daily schedule?,,Abhayagiri,Monastic routine,,,Almsround,,,,,,,,,
0,,,9:12,15:30,[Ajahn Lee's biography](Ajahn Lee Biography) contrasts the lives of city and forest monks. Is the lifesytle here (Abhayagiri) similar to the dhutaṅga monks?,,Ajahn Lee Dhammadharo,Forest versus city monks,Abhayagiri,Ascetic practices,Vinaya,Saṅgha,Culture/Thailand,Learning,Merit,,,,,
