Modified:,2025,,,,,,,,,,,,,,,,,,,
Key,Value,,,,,,,,,,,,,,,,,,,
Title,Thai Forest Tradition,,,,,,,,,,,,,,,,,,,
Subtitle,,,,,,,,,,,,,,,,,,,,
Code,UD2014-2,,,,,,,,,,,,,,,,,,,
Series,Upāsikā Days,,,,,,,,,,,,,,,,,,,
Venue,Abhayagiri Buddhist Monastery,,,,,,,,,,,,,,,,,,,
Teachers,AP;AKd,,,,,,,,,,,,,,,,,,,
Start date,14/06/2014,,,,,,,,,,,,,,,,,,,
End date,,,,,,,,,,,,,,,,,,,,
Format,Daylong event,,,,,,,,,,,,,,,,,,,
Medium,In-person,,,,,,,,,,,,,,,,,,,
Tags,Thai Forest Tradition,,,,,,,,,,,,,,,,,,,
Website,https://www.abhayagiri.org/talks/collections/8/63-the-thai-forest-tradition-upasika-day-2014,,,,,,,,,,,,,,,,,,,
Description,Stories and readings about the origins and characteristics of the Thai Forest tradion.,,,,,,,,,,,,,,,,,,,
Sessions,3,,,,,,,,,,,,,,,,,,,
Excerpts,42,,,,,,,,,,,,,,,,,,,
Tags applied,245,,,,,,,,,,,,,,,,,,,
Invalid tags,0,,,,,,,,,,,,,,,,,,,
Duration,2:41:34,,,,,,,,,,,,,,,,,,,
<---->,,,,,,,,,,,,,,,,,,,,
Session #,Date,Filename,Duration,Teachers,Session title,Remote mp3 URL,Excerpts,Tags,Tags 2,Tags 3,Exclude?,Seconds,,,,,,,,
1,14/06/2014,2014-06-14 Upasika Day - Thai Forest Tradition (Part 1).mp3,51:24,AP,,https://www.abhayagiri.org/media/audio/AP_06_14_14_p1.0_Up_Day_Thai_Forest.mp3,18,Thai Forest Tradition,,,,3084,,,,,,,,
2,14/06/2014,2014-06-14 Upasika Day - Thai Forest Tradition (Part 1.5).mp3,51:22,AP;AKd,,https://www.abhayagiri.org/media/audio/AP_06_14_14_p1.5_Up_Day_Thai_Forest.mp3,13,Thai Forest Tradition,,,,3082,,,,,,,,
3,14/06/2014,2014-06-14 Upasika Day - Thai Forest Tradition (Part 2).mp3,58:48,AP,,https://www.abhayagiri.org/media/audio/AP_06_14_14_p2_Up_Day_Thai_Forest.mp3,11,Thai Forest Tradition,,,,3528,,,,,,,,
<---->,,,,,,,,,,,,,,,,,,,,
Session #,Kind,Flags,Start time,End time,Text,Teachers,QTag1,QTag2,QTag3,QTag4,ATag1,ATag2,ATag3,ATag4,ATag5,Off topic?,AListen?,Exclude?,FTags,FTagOrder
1,Reflection,3,0:00,,Devotional practice and the context and history of the Thai Forest Tradition.,,Devotional practice,Culture/Thailand,Types of monks,,Vinaya,,,,,,,,,
1,Reflection,3,4:56,,The current popularity of the Thai Forest Tradition can be attributed to Ajahn Mun.,,Ajahn Mun,Teaching Dhamma,,,Tudong,Ajahn Chah,Spiritual search,Culture/Thailand,,,,,,
1,Other,,8:04,,Structure the June 2014 Upasika Day: The Thai Forest Tradition.|| Explained by {teachers}.,AP,,,,,,,,,,,,,,
