Modified:,2026,,,,,,,,,,,,,,,,,,,
Key,Value,,,,,,,,,,,,,,,,,,,
Title,Abhayagiri Monastic Retreat 2013,,,,,,,,,,,,,,,,,,,
Subtitle,Brightening the Mind,,,,,,,,,,,,,,,,,,,
Code,TG2013,,,,,,,,,,,,,,,,,,,
Series,Thanksgiving Retreats,,,,,,,,,,,,,,,,,,,
Venue,Angela Center,,,,,,,,,,,,,,,,,,,
Teachers,AP;AKd;ANy;DS,,,,,,,,,,,,,,,,,,,
Start date,22/11/2013,,,,,,,,,,,,,,,,,,,
End date,1/12/2013,,,,,,,,,,,,,,,,,,,
Format,Multiday event,,,,,,,,,,,,,,,,,,,
Medium,In-person,,,,,,,,,,,,,,,,,,,
Tags,,,,,,,,,,,,,,,,,,,,
Website,https://www.abhayagiri.org/media/discs/APasannoRetreats/2013%20Thanksgiving%20Retreat/Index.html,,,,,,,,,,,,,,,,,,,
Description,A classic ten-day Thanksgiving Retreat held at the Angela Center before it closed due to fire damage.,,,,,,,,,,,,,,,,,,,
Sessions,8,,,,,,,,,,,,,,,,,,,
Excerpts,219,,,,,,,,,,,,,,,,,,,
Answers listened to,88,,,,,,,,,,,,,,,,,,,
Tags applied,732,,,,,,,,,,,,,,,,,,,
Invalid tags,0,,,,,,,,,,,,,,,,,,,
Duration,7:52:27,,,,,,,,,,,,,,,,,,,
<---->,,,,,,,,,,,,,,,,,,,,
Session #,Date,Filename,Duration,Session title,Remote mp3 URL,Excerpts,Tags,Tags 2,Tags 3,Teachers,Exclude?,Seconds,,,,,,,,
1,23/11/2013,AP_11_23_2013_Monastic_Retreat_eve_Questions_and_Answers_1.mp3,43:37,,https://www.abhayagiri.org/media/discs/APasannoRetreats/2013%20Thanksgiving%20Retreat/Audio/AP_11_23_2013_Monastic_Retreat_eve_Questions_and_Answers_1.mp3,15,,,,AP,,2617,,,,,,,,
2,24/11/2013,AP_11_24_2013_Monastic_Retreat_eve_Questions_and_Answers_2.mp3,53:12,,https://www.abhayagiri.org/media/discs/APasannoRetreats/2013%20Thanksgiving%20Retreat/Audio/AP_11_24_2013_Monastic_Retreat_eve_Questions_and_Answers_2.mp3,23,,,,AP,,3192,,,,,,,,
3,25/11/2013,AP_11_25_2013_Monastic_Retreat_eve_Questions_and_Answers_3.mp3,1:06:00,,https://www.abhayagiri.org/media/discs/APasannoRetreats/2013%20Thanksgiving%20Retreat/Audio/AP_11_25_2013_Monastic_Retreat_eve_Questions_and_Answers_3.mp3,32,,,,AP,,3960,,,,,,,,
4,26/11/2013,AP_11_26_2013_Monastic_Retreat_eve_Questions_and_Answers_4.mp3,58:08,,https://www.abhayagiri.org/media/discs/APasannoRetreats/2013%20Thanksgiving%20Retreat/Audio/AP_11_26_2013_Monastic_Retreat_eve_Questions_and_Answers_4.mp3,27,,,,AP,,3488,,,,,,,,
5,27/11/2013,AP_11_27_2013_Monastic_Retreat_eve_Questions_and_Answers_5.mp3,56:34,,https://www.abhayagiri.org/media/discs/APasannoRetreats/2013%20Thanksgiving%20Retreat/Audio/AP_11_27_2013_Monastic_Retreat_eve_Questions_and_Answers_5.mp3,22,,,,AP,,3394,,,,,,,,
6,28/11/2013,AP_11_28_2013_Monastic_Retreat_eve_Questions_and_Answers_6.mp3,56:09,,https://www.abhayagiri.org/media/discs/APasannoRetreats/2013%20Thanksgiving%20Retreat/Audio/AP_11_28_2013_Monastic_Retreat_eve_Questions_and_Answers_6.mp3,28,,,,AP,,3369,,,,,,,,
7,29/11/2013,AP_11_29_2013_Monastic_Retreat_eve_Questions_and_Answers_7.mp3,1:21:24,,https://www.abhayagiri.org/media/discs/APasannoRetreats/2013%20Thanksgiving%20Retreat/Audio/AP_11_29_2013_Monastic_Retreat_eve_Questions_and_Answers_7.mp3,45,,,,AP,,4884,,,,,,,,
8,30/11/2013,AP_11_30_2013_Monastic_Retreat_eve_Questions_and_Answers_8.mp3,57:23,,https://www.abhayagiri.org/media/discs/APasannoRetreats/2013%20Thanksgiving%20Retreat/Audio/AP_11_30_2013_Monastic_Retreat_eve_Questions_and_Answers_8.mp3,27,,,,AP,,3443,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
<---->,,,,,,,,,,,,,,,,,,,,
Session #,Kind,Flags,Start time,End time,Teachers,Text,QTag1,QTag2,QTag3,QTag4,ATag1,ATag2,ATag3,ATag4,ATag5,ATag6,AListen?,Exclude?,FTags,FTagOrder
1,,,0:05,4:24,,"Thank you for your talk. Can you flesh out: 'dispassionate about what?' Also, trying to encourage dispassion along with arousing energy.",Dispassion,Energy,,,Craving,Sense bases,Body/form,Emotion,Contentment,Tranquility,Yes,,Dispassion,100
1,Quote,,,,,"When there's a coolness towards the world around one, that frees up a lot of energy for directing attention to what's actually useful and beneficial.",Dispassion,Energy,Discernment,,,,,,,,,,,
1,,,4:26,13:18,,"Is it possible for an arahant to have seemingly negative thoughts or speech while free from defilement? In the Udana, Venerable Pilindavaccha gets complained about for calling monks outcastes or lowlings.",Arahant,Unskillful qualities,Great disciples,Harsh speech,,,,,,,Yes,,,
1,Sutta,,,,,Ud 3.6: Pilindavaccha.,,,,,,,,,,,,,,
1,Indirect quote,,,,,Purity or impurity—you have to know for yourself.|Ajahn Chah,Ajahn Chah,,,,,,,,,,,,,
1,Vinaya,,,,,Kd 18.11.14 and Kd 18.12.4: Students and teachers are mutually accountable.,Vinaya,Mentoring,,,,,,,,,,,,
1,,,13:19 ,,,"Can you talk about how to work with infidelity, how to not take it personally? I recently found out that my husband of 30 years has had sex with others over the years that I didn't know of.",Relationships,Sexual misconduct,,,Precepts,Trust,Emotion,Suffering,Kamma,,,,,
1,Extra tags,,,,,,,,,,Equanimity,,,,,,,,,
1,Sutta,,,,,AN 5.57: Five Recollections (Chanting Book p. 55).,,,,,,,,,,,,,,
1,,,22:38 ,,,Thank you for the wonderful teachings. ... Can you further discuss dispassion and non-attachment in the context of the 'middle way' (particularly for a layperson in a loving relationship)?,Relationships,Dispassion,,,,,,,,,,,,
1,Sutta,,,,,AN 4.55: How to maintain and be reborn in relationship.,Relationships,Great disciples,Rebirth,,,,,,,,,,,
1,,,31:37 ,,,I notice that when my mind is drifting I don't feel physical pain but when 'present' pain comes to the fore. Suggestions?,Pain,,,,Habits,Patience,Suffering,Cessation,,,,,,
1,Sutta,,,,,Dhp 183-185: Ovada Pātimokkha (Chanting Book p. 79).,,,,,,,,,,,,,,
1,Indirect quote,,,,,All I'm teaching you is patient endurance.|Ajahn Chah,Ajahn Chah,Patience,,,,,,,,,,,,
1,,,38:25 ,,,What do you think about the bed here? I believe it's against the 8th precept.,High and luxurious beds,,,,,,,,,,,,,
2,,,0:5.5,,,I have seen both monastics and laypeople start getting ill after they became serious about practice. Can you relate this to your talk today? (whether such illness is karmic. Etc.),Sickness,Kamma,,,Ajahn Pasanno,Weather,Culture/Thailand,,,,,,,
2,,,3:51 ,7:06,,"Could you clarify the difference between perception (sañña), mental formations (saṅkhāra) and consciousness (viññana)?",Perception,Volitional formations,Consciousness,,Memory,Mindfulness,Translation,Volition,Sense bases,,Yes,,Perception,80
2,,,7:06 ,,,Can you talk about neither-painful-nor-pleasant feelings and the benefits of being with this boringness?,Neutral feeling,Mindfulness of feeling,,,Pain,Feeling,Unwholesome Roots,,,,,,Neutral feeling,100
2,Sutta,,,,,MN 44.25: The tendencies underlying feelings.,,,,,,,,,,,,,,
2,,,10:34,13:19,,"Could you please talk about different places in the chain of dependent origination can be broken? For example, does contact always result in vedanā? If the intention to be conscious is let go of, is that breaking the chain of ignorance conditioning saṅkhāra and saṅkhāra conditioning viññana?",Dependent origination,Contact,Feeling,Ignorance,Craving,Clinging,Becoming,Relinquishment,,,Yes,,Dependent origination,120
2,Extra tags,,,,,,Volitional formations,Consciousness,,,,,,,,,,,,
2,,,13:20 ,,,Thank you for the wonderful dhamma talk on the 5 reflections! Could you please talk about compassion in caregiving for themselves and for others.,Recollection,Compassion,Health care,,Sickness,,,,,,,,,
2,Vinaya,,,,,Mv 8.26.5: Good patients and caregivers.,,,,,,,,,,,,,,
2,,,17:46 ,,,"Reflecting on your talk earlier about letting go. I'm currently at a point in my life with many important decisions to make. When trying to watch my breath, a voice in my mind keeps saying, 'That's too important to let go,' as if I'm neglecting the responsibility. Wondering if you can speak about maintaining a practice during retreat and also in 'normal' life under circumstances (where one has to make many important decisions).",Relinquishment,Meditation retreats,Lay life,,Tranquility,Proliferation,,,,,,,,
2,,,21:53 ,26:51,,"During meditation when thoughts come and want to engage me, some thoughts have the power to take me into the storyline, and I don't even know why. I don't even know when. Is there a point, sign,or warning that can be seen before I get lost? It's really painful to live in a virtual reality that never delivers the promise.",Restlessness and worry,Proliferation,Suffering,,Mindfulness of body,Ajahn Pasanno,Feeling,Dreams,,,Yes,,Proliferation,90
2,Extra tags,,,,,,,,,,,,,,,,,,Mindfulness of body,90
2,Cut audio,,26:06.5,26:12,,,,,,,,,,,,,Yes,,,
2,Quote,,,,,"Tuning into the body, I can start to feel where [the thought] is taking me.",Mindfulness of body,,,,,,,,,,,,,
2,Indirect quote,,,,,"You know what the quickest way to enlightenment is? Just look at the thoughts, point your finger, and say 'Liar!'|Ajahn Chah",Ajahn Chah,Liberation,Proliferation,Truth,,,,,,,,,,
2,,,26:53,32:19,,"Dear Ajahn Pasanno, Thank you for all the guidance and encouragement. The past months have been very busy and stressful for me. Now as I begin to let my mind settle, I'm noticing lots of patterns of tension in my heart, diaphragm, belly, etc. These tensions sometimes make the breath an unpleasant object to stay with. Any advice?",Mindfulness of body,Mindfulness of breathing,Suffering,,Body scanning,Visualization,Calming meditation,Goodwill,,,Yes,,,
2,,,32:19 ,33:15,,"In letting go of thoughts that habitually arise from negative self-criticism or from past trauma defenses, how do we ask these powerful mental states to not overwhelm our mindfulness?",Guilt/shame/inadequacy,Mindfulness,,,Tranquility,Goodwill,,,,,Yes,,,
2,,,33:16,,,Could you clarify whether having more than one meditation object is a help or a hindrance?,Meditation/General advice,,,,,,,,,,,,,
2,,,39:17 ,44:43,,"Thank you for your uplifting and encouraging talks. My husband died 6 months ago. Could you give suggestions for how to contemplate anicca and anatta in the context of his life, illness, and death? I'm aware of aversion to the pain of losing him. I do want to learn from all this.",Impermanence,Not-self,Sickness,Death,Naturalness,Grief,Gratitude,Merit,Compassion,,Yes,,Suffering,130
2,Extra tags,,,,,,Relationships,Aversion,Suffering,,,,,,,,,,,
2,,,44:45,46:10,,Is there a distinction between dispassion and equanimity?,Dispassion,Equanimity,,,,,,,,,Yes,,,
2,,,46:10,49:56.5,,How to identify and deal with 'pañca upādāna' in daily life?,Clinging,Aggregates,,,Suffering,,,,,,Yes,,,
2,Reference,,,,,Chanting Book p. 12.,,,,,,,,,,,,,,
2,,,49:56.5,53:00.5,,"Ajahn, Its seems like the first couple of days all hindrances attack to a point where I opened my eyes this morning meditation and thought: 'How did I get here? ... Can you please comment?",Hindrances,Meditation retreats,,,Faith,,,,,,Yes,,,
3,,,0:00 ,3:43,,Is body scan as a meditation practice done in the Ajahn Chah tradition? Is there a sutta where the Buddha talks about it?,Body scanning,Ajahn Chah lineage,Sutta,,Unattractiveness,Mindfulness of body,Elements,Recollection/Death,Disenchantment,,Yes,,Mindfulness of body,110
3,Extra tags,,,,,,,,,,,,,,,,,,Body scanning,110
3,Quote,,,,,Ajahn Chah would recommend doing anything that worked.,Ajahn Chah,Right Effort,,,,,,,,,,,,
3,Reference,,,,,Chanting Book p. 60: Reflection on the Thirty-Two Parts.,Unattractiveness,,,,,,,,,,,,,
3,Sutta,,,,,"MN 10.4: Satipaṭṭhāna Sutta, mindfulness of body section.",Mindfulness of body,,,,,,,,,,,,,
3,,,3:43 ,4:17,,Is there something in the body that will help you identify the defilement of delusion?,Mindfulness of body,Delusion,,,Self-identity view,,,,,,Yes,,Delusion,80
3,,o,4:16 ,6:36,,"If one has read the Majjhima Nikaya, what text of the Pali canon do you recommend reading next?",Learning,Sutta,Tipiṭaka,,,,,,,,Yes,,Sutta,100
3,,o,6:35 ,,,I'm having trouble integrating some of the teachings in the context of preparing to have a child. ... How might one be fully open to the lightness and joy surrounding birth while remaining deeply aware of these other truths of existence?,Family,Birth,Characteristics of existence,,Trust,Heedfulness,Generosity,,,,,,Birth,120
3,,,12:41,17:18,,"Sorry, I missed something. Did you say that instead of dwelling on our hindrances and getting depressed, we could instead work with the Factors of Enlightenment to brighten the mind? What are the Factors you would suggest?",Factors of Awakening,Gladdening the mind,,,Divine Abidings,Perfections,Right Effort,Hindrances,,,Yes,,,
3,Reflection,2s,,,,on Unbinding as a translation of Nibbāna.,Nibbāna,Translation,Ajahn Ṭhānissaro,,,,,,,,,,,
3,Indirect quote,,,,,Practicing Dhamma is like taking a screwdriver and unscrewing something rather than putting the screwdriver in and tightening it up.|Ajahn Chah,Ajahn Chah,Practicing in accordance with Dhamma,Similes,,,,,,,,,,,
3,,,17:18 ,,,Can you please give perspective on how to work with thoughts/feelings of inadequacy and comparison to others?,Guilt/shame/inadequacy,,,,Suffering,Conceit,Dhamma,Not-self,Self-identity view,,,,,
3,Quote,,,,,"As long as we are coming from an I-position, there's always going to be a sense of inadequacy.",Self-identity view,Guilt/shame/inadequacy,,,,,,,,,,,,
3,Story,,,,,Ajahn Pasanno can't translate guilt into Thai.,Ajahn Pasanno,Guilt/shame/inadequacy,Culture/Thailand,,Culture/West,Ajahn Paññānanda,,,,,,,,
3,,,23:48 ,,,"Can you please talk about qualities one would experience in different jhāna states, not just joy, rapture, happiness, but physical sensations and other identifiable qualities? I'm not sure if I have experienced past the first jhāna and would like to know.",Jhāna,,,,Concentration,Calming meditation,Relinquishment,Ajahn Chah,,,,,,
3,,,26:24 ,,,Are there harmful states of concentration? How would you potentially go down the wrong path? Is there a question you could ask yourself?,Concentration,Wrong concentration,,,Craving,Views,,,,,,,,
3,,,30:16 ,,,"About a year ago, I was bullied and sexually harassed by a married male coworker. ... Any guidance as to how I can work with this and move beyond it?",Abuse/violence,Sexual misconduct,Work,,Goodwill,,,,,,,,,
