Modified:,2025,,,,,,,,,,,,,,,,,,
Key,Value,,,,,,,,,,,,,,,,,,
Title,Calming the Busy Mind,,,,,,,,,,,,,,,,,,
Subtitle,,,,,,,,,,,,,,,,,,,
Code,UD2013-3,,,,,,,,,,,,,,,,,,
Series,Upāsikā Days,,,,,,,,,,,,,,,,,,
Venue,Abhayagiri Buddhist Monastery,,,,,,,,,,,,,,,,,,
Teachers,AP,,,,,,,,,,,,,,,,,,
Start date,11/08/2013,,,,,,,,,,,,,,,,,,
End date,,,,,,,,,,,,,,,,,,,
Format,Daylong event,,,,,,,,,,,,,,,,,,
Medium,In-person,,,,,,,,,,,,,,,,,,
Tags,Proliferation;Tranquility;Meditation,,,,,,,,,,,,,,,,,,
Website,https://www.abhayagiri.org/talks/collections/8/66-calming-the-busy-mind-upasika-day-2013#,,,,,,,,,,,,,,,,,,
Description,,,,,,,,,,,,,,,,,,,
Sessions,2,,,,,,,,,,,,,,,,,,
Excerpts,12,,,,,,,,,,,,,,,,,,
Tags applied,45,,,,,,,,,,,,,,,,,,
Invalid tags,0,,,,,,,,,,,,,,,,,,
Duration,23:31,,,,,,,,,,,,,,,,,,
<---->,,,,,,,,,,,,,,,,,,,
Session #,Date,Filename,Duration,Teachers,Session title,Remote mp3 URL,Excerpts,Tags,Tags 2,Tags 3,Exclude?,Seconds,,,,,,,
1,11/08/2013,2013-08-11 Upasika Day-Part 3 (Questions & Answers).mp3,7:12,AP,,https://www.abhayagiri.org/media/audio/AP_08_11_2013_Part_3_Questions_%26_Answers.mp3,3,Tranquility,Proliferation,,,432,,,,,,,
2,11/08/2013,2013-08-11 Upasika Day-Part 5 (Questions and Answers2).mp3,16:19,AP,,https://www.abhayagiri.org/media/audio/AP_08_11_2013_Part_5_Questions_%26_Answers.mp3,9,Tranquility,Proliferation,,,979,,,,,,,
,,,,,,,,,,,,,,,,,,,
<---->,,,,,,,,,,,,,,,,,,,
Session #,Kind,Flags,Start time,End time,Text,Teachers,QTag1,QTag2,QTag3,QTag4,ATag1,ATag2,ATag3,ATag4,ATag5,Off topic?,Exclude?,FTags,FTagOrder
1,,,0:37,,You spoke about recognizing that when the mind goes off into busyness that there's not just that particular quality. Could you talk more about this?,,,,,,Appropriate attention,Impermanence,Knowing itself,Ajahn Mun,Ajahn Chah,,,,
1,Extra tags,,,,,,,,,,Clinging,Suffering,,,,,,,
1,,,3:10,6:03,You said that starting with chanting can help focus the mind. But I find myself daydreaming while chanting.,,Chanting,,,,Pāṭimokkha,Energy,,,,,,,
1,Story,,,,An elderly woman chants the [Dhammacakka Sutta](Chanting Book V2 p. 3) every day.,,Chanting,Ageing,,,,,,,,,,,
1,,,6:05,,How do we deal with the frustration that arises after repeatedly catching the busy mind?,,,,,,Perfectionism,,,,,,,,
2,Comment,,0:02,1:55,"Even though I've seen the fruit of awareness in and of itself many times, the doubt is still so deeply embedded that there is not that place of letting go.",,Knowing itself,Doubt,Clinging,Relinquishment,,,,,,,,,
2,Response,,,,,,Faith,,,,,,,,,,,,
2,Reference,,,,"""[Goal-Oriented and Source-Oriented Practice](https://www.abhayagiri.org/talks/6035-goal-oriented-and-source-oriented-practice),"" Dhamma Talk by Ajahn Pasanno, August 10, 2013.",,,,,,,,,,,,,,
2,Comment,,1:57,3:07,I have found your saying 'Just don't make a problem of it.' very helpful.,,Ajahn Pasanno,Cessation of Suffering,,,,,,,,,,,
2,Response,,,,,,,,,,,,,,,,,,
2,,,3:09,5:26,"In the suttas, if you recognize a defilement like ill-will, you need to do something about it. How can we reconcile this with the Ajahn Chah teaching you just read ('[Receiving Visitors](Simple Terms p. 41)' in _In Simple Terms_)?",,Sutta,Right Effort,Ajahn Chah,,Discernment,,,,,,,,
2,Indirect quote,,,,"Practice is really easy. If the defilements come at you high, you duck, and if they come at you low, you jump over them.|Ajahn Tongrat",,Ajahn Tongrat,Unwholesome Roots,Right Effort,,,,,,,,,,
2,,,5:28,9:27,Is there a state of the calm mind when you're not thinking about anything or is meditation more about reflecting?,,Directed thought and evaluation,Recollection,,,Concentration,Restlessness and worry,Perfectionism,Ardency,,,,Tranquility,100
2,,,9:29,11:17,"Sometimes the mind becomes peaceful, but a squiggle of restlessness often arises around 45 minutes when the meditation usually ends. What should I do with this habit?",,Restlessness and worry,Habits,,,Aversion,Noting,Happiness,,,,,,
2,,,11:19,12:00,Is it possible to replace the busy thoughts with more positive thoughts you're trying to cultivate?,,Directed thought and evaluation,,,,,,,,,,,,
2,,,12:03,,"How can we understand the last practice in MN 20 of gritting the jaw, etc.? I don't think this will work for me.",,,,,,,,,,,,,,
2,Asked by,,,,,RCenter,,,,,,,,,,,,,
2,Comment,,13:02,13:58,"When someone says they can't meditate because they try to settle their mind and they realize how busy it is, I've encouraged them that now they are seeing the reflective quality of how their mind works.",RCenter,Appropriate attention,,,,,,,,,,,,
2,Response,,,,,,,,,,,,,,,,,,
2,,,14:11,16:01,What attitude should we take when observing things so we don't objectify them or make it stressful?,,Perception,Knowing itself,Appropriate attention,Suffering,Direct experience,,,,,,,,
