Modified:,2025,,,,,,,,,,,,,,,,,,
Key,Value,,,,,,,,,,,,,,,,,,
Title,Buddhist Identity in the Modern World,,,,,,,,,,,,,,,,,,
Subtitle,,,,,,,,,,,,,,,,,,,
Code,UD2015-3,,,,,,,,,,,,,,,,,,
Series,Upāsikā Days,,,,,,,,,,,,,,,,,,
Venue,Abhayagiri Buddhist Monastery,,,,,,,,,,,,,,,,,,
Teachers,AP;AKd,,,,,,,,,,,,,,,,,,
Start date,15/08/2015,,,,,,,,,,,,,,,,,,
End date,,,,,,,,,,,,,,,,,,,
Format,Daylong event,,,,,,,,,,,,,,,,,,
Medium,In-person,,,,,,,,,,,,,,,,,,
Tags,Buddhist identity,,,,,,,,,,,,,,,,,,
Website,https://www.abhayagiri.org/talks/collections/8/58-buddhist-identity-in-the-modern-world-upasika-day-2015,,,,,,,,,,,,,,,,,,
Description,"After introducing the topic of Buddhist identity in the modern world, Ajahn Pasanno leads a discussion around this theme.",,,,,,,,,,,,,,,,,,
Sessions,1,,,,,,,,,,,,,,,,,,
Excerpts,19,,,,,,,,,,,,,,,,,,
Tags applied,128,,,,,,,,,,,,,,,,,,
Invalid tags,0,,,,,,,,,,,,,,,,,,
Duration,1:13:04,,,,,,,,,,,,,,,,,,
<---->,,,,,,,,,,,,,,,,,,,
Session #,Date,Filename,Duration,Teachers,Session title,Remote mp3 URL,Excerpts,Tags,Tags 2,Tags 3,Exclude?,Seconds,,,,,,,
0,15/08/2015,2015-08-16 Upasika Day Buddhist Identity.mp3,1:13:04,AP,,https://www.abhayagiri.org/media/audio/AP_08_16_2015_Upasika_Day_Buddhist_Identity.mp3,19,Buddhist identity,,,,4384,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
<---->,,,,,,,,,,,,,,,,,,,
Session #,Kind,Flags,Start time,End time,Text,Teachers,QTag1,QTag2,QTag3,QTag4,ATag1,ATag2,ATag3,ATag4,ATag5,Off topic?,Exclude?,FTags,FTagOrder
0,Comment,,12:24,,Secular Buddhism is a new Buddhist identity.,,Secular Buddhism,,,,,,,,,,,,
0,Response,,,,,,Abhayagiri,Monastic life,Culture/West,Culture/Thailand,,,,,,,,,
0,,,14:35,22:09,What did the Buddha think following his teachings should mean or entail?,,Three Refuges,Precepts,,,Virtue,Lay life,Five Precepts,Faith,Generosity,,,Buddhist identity,100
0,Extra tags,,,,,,,,,,Association with people of integrity,Hearing the true Dhamma,Learning,Practicing in accordance with Dhamma,Conceit,,,,
0,Sutta,,,,AN 8.26 Jīvaka Sutta,,Buddhist identity,Three Refuges,Virtue,,,,,,,,,,
0,,,22:11,27:25,Is there a way to get involved in controversial political issues and still maintain a correct [audio unclear]?,,Politics and society,Compassion,Ajahn Pasanno,Environment,Learning,Corruption,Divine Abidings,Depression,Ill-will,,,,
0,Extra tags,,,,,,,,,,Equanimity,,,,,,,,
0,Reference,,,,_The Heart of the Revolution_ by Noah Levine.,,Politics and society,Compassion,,,,,,,,,,,
0,,,27:30,31:23,Why did Jīvaka ask whether a virtuous lay follower is practicing for themselves or others (AN 8.26)?,,Great disciples,Lay life,Virtue,Compassion,Culture/India,Lunar observance days,Teaching Dhamma,,,,,,
0,Vinaya,,,,Mv 2.1.1: Origin of Lunar Observance Days.,,Lunar observance days,Teaching Dhamma,,,,,,,,,,,
0,,,31:27,,Are the qualities in the Jīvaka Sutta (AN 8.26) listed in order of ascending goodness?,,Skillful qualities,,,,Practicing in accordance with Dhamma,Stream entry,,,,,,,
0,Comment,,33:50,,about the expectations people may have of Buddhists.,,Precepts,Virtue,Idealism,,,,,,,,,,
0,Story,,,,An American asks Ajahn Chah why there are so many thieves in Thailand.,AP,Ajahn Chah,Culture/West,Culture/Thailand,Stealing,,,,,,,,,
0,Comment,s,36:38,,about the positive reputation of Buddhism in the West.,RCenter,Culture/West,Precepts,Idealism,,,,,,,,,,
0,Response,,,,,,,,,,,,,,,,,,
0,,,39:02,42:30,Is one of the benefits of being a monastic having to live up to people's expectations?,AP;AKd,Monastic life,Mutual lay/Saṅgha support,Robes,,Conventions,Christianity,Idealism,Culture/West,Culture/Thailand,,,,
0,,,42:32,,"The Dalai Lama is the iconic image of Buddhism in the West, but the Theravāda lineage is not much out there. How do you spread the word?",,Dalai Lama,Culture/West,Theravāda,,Perfections,Rebirth,Advertizing,Ajahn Pasanno,Abhayagiri,,,,
0,Extra tags,,,,,,,,,,Dhamma books,Generosity,Virtue,,,,,,
0,Comment,,46:50,48:58,regarding the power of encouraging as opposed to demanding.,RCenter,Hearing the true Dhamma,Generosity,Abhayagiri,,,,,,,,,,
0,Response,,,,,,,,,,,,,,,,,,
0,Comment,,49:02,,People outside will sometimes make fun of our efforts to keep the First Precept.,,Killing,Culture/West,,,,,,,,,,,
0,Response,,,,,,Ajahn Pasanno,,,,,,,,,,,,
0,Story,,50:47,,about not killing a rattlesnake.,Anon,Killing,Culture/West,Animal,,,,,,,,,,
0,Response,,,,,,Wat Pah Nanachat,Culture/Thailand,,,,,,,,,,,
0,,,54:41,,Should someone who follows the five precepts and meditates but has their own faith and belief call themselves a Buddhist?,,Five Precepts,Meditation,Faith,Spiritual traditions,Dhamma,Truth,Eightfold Path,Happiness,,,,Buddhist identity,150
0,Comment,,56:58,57:21,Some Buddhists get upset when they hear someone say that Buddhism is a philosophy.,,Philosophy,Aversion,,,,,,,,,,,
0,Response,,,,"""It's a lot more than that.""",,,,,,,,,,,,,,
0,,,57:24,,Can you say more about how living up to cultural expectations can be skillful?,,Conscience and prudence,Skillful qualities,,,Killing,Sense restraint,Clear comprehension,Compassion,Malicious speech,,,,
0,Extra tags,,,,,,,,,,Right Speech,,,,,,,,
0,,,1:01:02,1:03:10,"If you know of an abusive situation and both the abuser and victim are stuck in it, how do you hold this? How to encourage them to follow this path?",,Abuse/violence,Compassion,,,Cessation of Suffering,,,,,,,,
0,Quote,,,,"You plant seeds of possibility. You can't make the seeds grow, but you can plant the seeds.",,Similes,,,,,,,,,Yes,,,
0,,,1:03:15,,What is the right point to drop or ignore the desire to identify with the Buddhist identity?,AP;AKd,Relinquishment,Desire,Self-identity view,,Suffering,Perfectionism,Clear comprehension,Conventions,Ajahn Chah,,,,
0,Extra tags,,,,,,,,,,Right Effort,,,,,,,,
0,Story,,1:09:15,,"A woman likes Buddhist teachings and principles, follows the precepts, and meditates, but hates when people identify with this and call themselves Buddhist.",AKd,Dhamma,Precepts,Meditation,Aversion,,,,,,,,,
0,Extra tags,,,,,,Clinging,Self-identity view,,,,,,,,,,,
0,Comment,,1:10:32,,I keep coming back to true principle–what are we doing it all for?,ANy,Dhamma,Killing,Right Intention,,,,,,,,,,
0,Response,,,,,,Attachment to precepts and practices,Suffering,Happiness,Skillful qualities,,,,,,,,,
